ugyfel,number_of_visits,min_date_diff,avg_date_diff,max_date_diff
15611,11,2,28.8,81
10855,13,3,28.8,87
8644,11,7,28.8,68
13842,12,1,28.8,117
701,12,3,28.8,80
12398,13,1,28.8,62
18450,12,4,28.8,77
4266,12,0,28.8,101
18935,11,0,28.8,97
17368,13,5,28.8,126
753,13,8,28.8,75
11675,13,10,28.8,68
1547,13,1,28.8,76
10952,13,7,28.8,69
3796,12,0,28.8,95
8325,13,6,28.8,164
13504,12,1,28.8,97
8177,13,5,28.8,69
18819,13,3,28.8,134
8163,13,0,28.8,110
8160,13,0,28.8,102
11046,11,3,28.8,68
11559,12,5,28.8,61
15944,13,3,28.8,53
8011,13,3,28.8,85
6995,13,2,28.8,73
870,13,7,28.8,117
893,13,1,28.8,76
7141,12,1,28.8,87
7802,13,4,28.8,85
11437,13,1,28.8,75
4091,13,1,28.8,101
15949,13,0,28.8,74
13605,12,2,28.8,87
19520,11,0,28.8,113
5540,12,0,28.9,72
3164,11,1,28.9,104
6045,12,4,28.9,87
134,13,1,28.9,83
18831,13,0,28.9,89
16852,13,2,28.9,78
15776,11,2,28.9,73
16335,12,1,28.9,113
4148,13,3,28.9,77
10304,13,6,28.9,67
933,12,7,28.9,67
6285,12,2,28.9,64
10579,11,3,28.9,92
15104,12,3,28.9,72
13580,13,0,28.9,101
19846,10,7,28.9,81
4441,8,3,28.9,48
2631,13,0,28.9,90
3321,9,0,28.9,62
14490,13,1,28.9,152
3385,13,4,28.9,59
4855,13,6,28.9,79
8472,12,4,28.9,55
8387,12,2,28.9,121
3171,12,1,28.9,94
14253,12,2,28.9,155
3086,11,1,28.9,102
1081,13,0,28.9,163
15637,11,4,28.9,87
17701,13,0,28.9,104
3148,12,5,28.9,85
3548,12,4,28.9,60
17719,12,1,28.9,74
19773,11,9,28.9,81
8091,12,0,28.9,70
417,13,2,28.9,94
14672,10,2,28.9,80
11223,12,3,28.9,84
19786,11,2,28.9,101
11425,11,5,28.9,48
13791,12,1,28.9,63
2595,13,3,28.9,59
15864,12,1,28.9,82
5025,13,1,28.9,89
17292,12,1,28.9,93
1857,13,6,28.9,104
2044,13,1,28.9,56
100,12,0,28.9,163
16920,13,9,28.9,136
10426,12,3,28.9,65
18565,12,4,28.9,110
19602,8,4,28.9,45
7807,13,1,28.9,111
17193,13,3,28.9,162
9472,9,0,28.9,70
11680,12,0,28.9,100
12012,12,0,28.9,87
14742,10,6,29,72
1929,10,2,29,121
2859,12,5,29,83
3758,12,5,29,119
9410,11,1,29,79
12105,11,2,29,111
9435,13,0,29,122
5560,13,2,29,67
763,12,1,29,95
8338,11,1,29,93
8973,12,3,29,77
15887,13,6,29,86
17505,12,6,29,133
4496,12,2,29,123
9172,13,0,29,76
4497,12,1,29,72
8762,13,1,29,76
17484,12,1,29,81
14970,11,1,29,100
18845,10,5,29,66
6194,11,2,29,91
10588,8,8,29,86
3669,9,2,29,107
7844,9,5,29,61
16278,13,1,29,81
4656,12,2,29,70
3894,12,3,29,80
17876,13,0,29,78
879,11,2,29,107
3889,13,0,29,120
14180,10,7,29,110
9258,13,0,29,78
2108,12,7,29,56
7552,12,4,29,88
11258,12,0,29,114
16322,12,0,29,115
1629,12,2,29,105
1402,12,4,29,73
4159,10,1,29,78
12375,12,1,29,66
9680,12,5,29,66
5395,13,7,29,78
14275,13,2,29,129
8070,10,2,29,122
2022,10,8,29,55
4587,13,2,29,67
18113,12,2,29,109
6473,13,3,29,73
6475,12,2,29,80
11602,12,0,29,88
18532,13,2,29,83
16369,10,4,29,90
6796,11,0,29,76
3034,13,8,29,72
3994,13,0,29,107
3405,13,1,29,76
6508,13,5,29,150
7531,9,1,29,74
11637,12,8,29,72
15432,12,3,29,88
6530,12,3,29,98
10683,12,0,29,94
15081,10,3,29.1,74
8314,12,7,29.1,62
16774,13,4,29.1,89
9316,11,1,29.1,79
14833,13,4,29.1,118
11966,12,2,29.1,102
1080,13,0,29.1,96
4199,12,0,29.1,82
5043,12,2,29.1,68
12729,11,1,29.1,91
7450,13,1,29.1,94
19891,12,1,29.1,110
8157,13,0,29.1,72
5806,13,3,29.1,153
19797,12,4,29.1,79
6628,12,2,29.1,58
14387,13,0,29.1,99
12661,11,1,29.1,84
13259,13,1,29.1,91
15750,11,1,29.1,80
8457,12,4,29.1,77
13777,12,7,29.1,82
19130,9,1,29.1,114
10959,12,1,29.1,64
3934,13,2,29.1,74
9256,9,1,29.1,137
3601,10,3,29.1,85
15677,8,1,29.1,71
7469,12,3,29.1,74
5541,13,1,29.1,88
9048,10,2,29.1,66
7904,11,1,29.1,122
14320,11,10,29.1,60
2133,13,3,29.1,91
19040,13,3,29.1,81
1899,12,1,29.1,92
12256,11,3,29.1,75
11484,13,2,29.1,98
17451,10,1,29.1,87
19936,12,6,29.1,91
19162,12,2,29.1,55
2458,13,1,29.1,57
13581,9,4,29.1,128
8175,11,1,29.1,93
2084,13,2,29.1,153
9293,12,1,29.1,63
634,12,2,29.1,88
216,12,3,29.1,122
2925,13,2,29.1,77
11613,13,0,29.1,76
10552,12,0,29.1,126
2527,10,5,29.1,84
2530,13,2,29.1,153
7121,13,4,29.1,56
3218,13,1,29.1,113
1463,12,0,29.1,101
10473,12,3,29.1,83
6375,13,2,29.1,91
11441,13,2,29.1,70
6201,12,0,29.2,89
569,13,1,29.2,127
8868,13,3,29.2,82
11217,12,3,29.2,71
19247,12,2,29.2,86
10068,10,10,29.2,73
11780,13,0,29.2,152
15244,13,2,29.2,110
11779,13,1,29.2,106
16288,13,1,29.2,66
5769,13,0,29.2,94
12632,12,3,29.2,108
17677,11,2,29.2,62
7649,12,2,29.2,74
15604,12,1,29.2,86
13103,13,3,29.2,74
6424,12,0,29.2,66
12895,13,1,29.2,91
10882,12,1,29.2,100
9372,13,2,29.2,97
4269,11,2,29.2,68
10914,13,5,29.2,86
16622,13,2,29.2,87
4909,13,1,29.2,70
12751,13,0,29.2,102
5607,11,4,29.2,76
18810,11,4,29.2,80
2557,13,3,29.2,98
16177,13,11,29.2,73
2415,13,4,29.2,128
9524,13,1,29.2,98
3387,12,4,29.2,64
9546,13,1,29.2,75
8228,10,0,29.2,104
14426,10,10,29.2,103
9563,13,3,29.2,71
19635,13,2,29.2,72
4569,13,2,29.2,97
18353,13,3,29.2,93
6745,12,7,29.2,81
6849,13,2,29.2,80
19886,12,2,29.2,85
19111,12,2,29.2,71
19474,13,0,29.2,134
18404,11,3,29.2,66
11096,9,1,29.2,62
12430,11,1,29.2,130
12218,13,3,29.2,112
5255,13,3,29.2,57
18067,13,1,29.2,71
168,13,0,29.2,89
19076,13,1,29.2,88
17872,12,3,29.2,156
1319,13,0,29.2,146
14201,13,1,29.2,73
17912,13,1,29.2,76
18893,13,5,29.2,84
7200,11,2,29.2,91
7209,13,1,29.2,74
12315,12,1,29.2,58
4843,13,3,29.2,98
6064,11,2,29.2,73
8924,13,2,29.2,91
10699,10,0,29.2,100
13300,13,0,29.2,90
4468,12,1,29.2,151
6250,12,1,29.3,149
10954,12,1,29.3,68
2416,12,1,29.3,67
9785,13,8,29.3,97
8825,12,4,29.3,94
19809,11,6,29.3,67
4923,13,1,29.3,86
770,8,1,29.3,75
2290,12,1,29.3,94
14616,12,2,29.3,109
11563,13,4,29.3,91
657,12,2,29.3,58
9150,12,1,29.3,109
6871,13,1,29.3,157
1459,11,1,29.3,93
5550,10,2,29.3,133
14184,12,1,29.3,78
5968,12,5,29.3,96
502,12,3,29.3,75
1787,12,6,29.3,74
6138,13,0,29.3,86
3226,12,3,29.3,86
1066,12,6,29.3,98
2539,12,3,29.3,121
10299,12,4,29.3,133
12776,13,2,29.3,90
84,13,3,29.3,73
13822,12,2,29.3,59
9626,13,2,29.3,63
13528,12,1,29.3,90
17924,11,2,29.3,58
19253,13,2,29.3,115
8104,11,0,29.3,98
11896,12,7,29.3,62
17922,12,2,29.3,150
15324,11,6,29.3,81
4582,12,9,29.3,78
16086,12,3,29.3,84
2423,13,3,29.3,101
10070,12,2,29.3,86
16220,11,3,29.3,98
5680,12,3,29.3,107
10711,13,7,29.3,62
605,10,0,29.3,114
16873,12,8,29.3,69
4083,12,3,29.3,92
11177,11,3,29.3,57
9398,12,5,29.3,77
5788,12,8,29.3,55
13254,12,1,29.3,168
3413,12,3,29.3,53
12577,13,0,29.3,105
9837,13,4,29.3,95
18106,12,2,29.3,78
13855,12,3,29.3,129
16950,12,1,29.3,102
16584,12,2,29.3,71
15924,11,4,29.3,87
14838,12,2,29.3,113
14800,10,5,29.4,109
943,11,2,29.4,57
187,13,3,29.4,168
19455,12,5,29.4,90
4304,12,0,29.4,138
9231,7,9,29.4,68
17302,11,3,29.4,82
13521,11,2,29.4,101
3683,12,5,29.4,104
14939,13,1,29.4,100
3165,12,0,29.4,87
1890,13,9,29.4,97
7663,13,2,29.4,73
580,12,1,29.4,77
2161,11,3,29.4,70
1665,13,1,29.4,119
15848,12,1,29.4,63
8948,13,0,29.4,73
15952,12,3,29.4,84
6580,13,3,29.4,83
19370,12,0,29.4,75
6702,12,2,29.4,117
16137,10,3,29.4,116
10948,11,5,29.4,97
19449,11,6,29.4,71
8078,12,4,29.4,114
13467,12,1,29.4,73
4408,12,3,29.4,137
5406,11,4,29.4,87
2669,13,3,29.4,60
13318,12,4,29.4,106
17578,12,1,29.4,158
10529,12,1,29.4,133
10945,12,1,29.4,78
13049,12,5,29.4,74
19763,13,0,29.4,135
9026,12,1,29.4,96
1714,12,2,29.4,110
4960,13,1,29.4,71
8581,12,5,29.4,89
8015,12,0,29.4,101
4064,12,1,29.4,81
16093,12,0,29.4,63
1146,11,1,29.4,90
4819,13,7,29.4,73
13294,9,1,29.4,71
86,10,0,29.4,79
12250,11,2,29.4,79
7589,11,3,29.4,90
3997,8,0,29.4,67
9202,12,4,29.4,73
12720,12,2,29.4,97
15274,11,2,29.4,112
3661,12,0,29.4,83
6570,11,1,29.5,85
15313,12,0,29.5,90
17554,13,6,29.5,74
6725,11,3,29.5,126
1230,13,2,29.5,70
13445,13,5,29.5,107
13195,11,1,29.5,101
17381,13,2,29.5,126
11900,13,1,29.5,78
15179,12,1,29.5,88
4586,13,3,29.5,192
3556,13,1,29.5,75
6127,10,7,29.5,71
16329,13,3,29.5,116
16247,11,6,29.5,69
11892,13,3,29.5,75
15340,10,1,29.5,60
6410,11,1,29.5,143
3565,12,0,29.5,109
6099,12,2,29.5,108
9729,12,0,29.5,94
13018,13,2,29.5,92
16911,13,3,29.5,72
19165,13,3,29.5,72
5728,11,2,29.5,80
7918,11,0,29.5,115
9819,11,3,29.5,67
6228,12,0,29.5,60
7869,13,2,29.5,84
15034,13,8,29.5,88
19934,11,1,29.5,103
5076,13,0,29.5,76
19942,11,3,29.5,85
3262,12,1,29.5,101
7557,13,1,29.5,57
8769,12,4,29.5,141
11189,13,2,29.5,70
102,12,3,29.5,71
17644,13,0,29.5,75
7183,13,0,29.5,82
18298,13,1,29.5,129
17108,13,0,29.5,116
11197,12,3,29.5,109
18372,11,6,29.5,60
19256,13,1,29.5,139
7210,12,5,29.5,79
19439,13,5,29.5,126
4978,10,2,29.5,102
19218,11,4,29.5,118
8976,12,1,29.5,90
14552,13,0,29.5,183
2656,12,1,29.5,100
12470,11,2,29.5,63
11644,11,1,29.5,141
12808,13,3,29.5,85
6685,10,1,29.5,79
11642,10,2,29.5,94
6707,11,1,29.5,79
832,11,1,29.6,120
6539,12,0,29.6,137
17735,11,4,29.6,93
2292,13,1,29.6,92
2878,12,0,29.6,95
11618,11,6,29.6,157
3065,8,1,29.6,105
11100,13,4,29.6,81
16344,13,2,29.6,85
11944,11,1,29.6,96
16934,12,3,29.6,58
10095,13,6,29.6,133
59,11,4,29.6,122
8090,10,9,29.6,53
6651,12,0,29.6,96
9709,12,2,29.6,91
5265,10,2,29.6,78
11651,13,2,29.6,87
19932,12,5,29.6,71
988,11,1,29.6,58
14868,11,1,29.6,62
12579,13,1,29.6,65
12618,13,5,29.6,57
19706,13,1,29.6,65
9515,13,2,29.6,95
14124,12,2,29.6,96
6399,12,2,29.6,97
3155,12,1,29.6,186
3693,10,1,29.6,85
10023,11,3,29.6,117
9296,13,3,29.6,97
19448,11,1,29.6,66
12643,13,3,29.6,64
2179,11,1,29.6,97
8987,12,3,29.6,89
19004,13,5,29.6,100
16256,11,4,29.6,91
17801,12,1,29.6,93
19211,11,1,29.6,144
19388,13,7,29.6,75
5299,12,7,29.6,87
370,12,0,29.6,70
2226,12,6,29.6,110
11355,11,2,29.6,69
18182,13,1,29.7,144
5223,12,2,29.7,109
10821,7,4,29.7,110
8619,13,0,29.7,83
19265,12,1,29.7,102
4117,11,1,29.7,185
7499,11,6,29.7,61
18293,13,2,29.7,64
4875,13,1,29.7,131
4943,11,4,29.7,103
19231,9,5,29.7,58
5501,11,6,29.7,66
18630,13,4,29.7,95
268,12,4,29.7,84
4149,13,3,29.7,99
15047,9,3,29.7,93
9060,12,5,29.7,66
19812,13,1,29.7,115
10511,12,0,29.7,107
1623,13,0,29.7,114
10541,13,0,29.7,68
7491,9,5,29.7,57
7558,13,2,29.7,102
17033,10,4,29.7,102
18026,12,1,29.7,130
13311,11,6,29.7,70
9707,13,1,29.7,93
18307,13,2,29.7,89
13203,12,0,29.7,124
7354,11,1,29.7,94
12668,13,0,29.7,84
6895,12,2,29.7,69
18265,13,0,29.7,93
3553,13,3,29.7,79
297,12,1,29.7,103
2599,12,3,29.7,80
18030,9,2,29.7,67
2586,9,2,29.7,89
15287,13,1,29.7,128
8185,12,1,29.7,64
6825,13,2,29.7,89
8433,11,2,29.7,110
5141,10,0,29.7,100
17614,13,7,29.7,111
13577,12,2,29.7,134
15904,12,1,29.7,57
6257,13,4,29.7,91
8718,10,1,29.7,84
11582,11,5,29.7,110
10749,11,3,29.7,79
18185,13,3,29.7,121
18379,12,0,29.7,106
13248,11,2,29.8,64
9911,11,0,29.8,115
226,12,7,29.8,68
241,12,0,29.8,90
14080,12,2,29.8,115
9663,12,6,29.8,62
19884,11,4,29.8,85
10392,13,0,29.8,86
14063,12,1,29.8,84
3382,11,2,29.8,73
15775,13,0,29.8,84
9541,12,1,29.8,72
3389,12,0,29.8,103
9470,12,4,29.8,111
3402,13,2,29.8,93
350,12,1,29.8,92
9308,13,3,29.8,53
10558,11,0,29.8,66
15672,13,1,29.8,89
15668,12,1,29.8,71
540,12,4,29.8,69
596,11,0,29.8,130
8638,11,4,29.8,79
8632,13,1,29.8,92
10867,13,4,29.8,96
19697,11,1,29.8,118
13804,12,1,29.8,116
10920,12,4,29.8,68
10925,12,2,29.8,98
8268,12,1,29.8,86
3817,12,0,29.8,98
8208,13,0,29.8,115
13772,12,6,29.8,63
10995,8,9,29.8,60
8029,12,0,29.8,90
11118,9,6,29.8,85
16814,13,2,29.8,138
13023,12,1,29.8,83
11214,13,2,29.8,94
7701,13,4,29.8,105
13638,12,4,29.8,87
16991,12,4,29.8,69
7332,12,1,29.8,75
17045,13,4,29.8,78
12463,10,3,29.8,80
7230,13,0,29.8,77
17150,12,1,29.8,86
19409,12,1,29.8,65
1403,11,6,29.8,126
6880,13,12,29.8,115
6875,12,3,29.8,107
19390,13,2,29.8,98
1444,12,1,29.8,112
6808,13,1,29.8,75
6805,12,4,29.8,81
1546,11,1,29.8,90
4249,13,2,29.8,85
13422,13,4,29.8,51
2532,12,1,29.8,95
1638,12,0,29.8,83
18188,12,0,29.8,113
6161,13,3,29.8,85
11791,13,1,29.8,65
4403,12,1,29.8,129
4411,13,5,29.8,77
1917,13,3,29.8,72
5626,10,2,29.8,68
5604,11,1,29.8,112
5511,12,1,29.8,68
2003,11,1,29.8,73
2028,13,1,29.8,92
14652,11,5,29.8,145
18992,12,6,29.8,109
5285,13,2,29.8,55
12013,12,0,29.8,95
2366,12,4,29.8,67
17937,13,4,29.8,102
4918,12,3,29.8,78
4730,12,0,29.8,70
12116,12,2,29.8,92
4857,13,7,29.8,103
14538,12,4,29.9,126
17740,11,1,29.9,101
3831,13,8,29.9,84
18124,13,1,29.9,96
12935,9,4,29.9,89
7221,11,3,29.9,64
9784,11,3,29.9,87
18122,12,1,29.9,106
9142,12,6,29.9,92
11348,12,2,29.9,178
7215,12,4,29.9,91
2515,9,4,29.9,89
19614,13,2,29.9,124
17814,13,3,29.9,76
6050,12,6,29.9,80
2160,13,0,29.9,117
10671,12,1,29.9,89
6301,9,6,29.9,63
16888,11,2,29.9,72
16615,12,2,29.9,95
11747,12,1,29.9,84
19419,9,2,29.9,61
11986,13,1,29.9,69
18400,13,0,29.9,70
11537,11,0,29.9,88
11160,12,5,29.9,121
5813,11,4,29.9,83
5875,12,2,29.9,88
15306,12,8,29.9,73
2299,11,2,29.9,102
9414,13,1,29.9,109
4563,11,1,29.9,77
15337,12,1,29.9,107
9540,13,1,29.9,144
7564,12,0,29.9,94
1657,8,0,29.9,90
12148,12,2,29.9,93
14006,12,1,29.9,142
10320,11,4,29.9,104
9279,12,2,29.9,72
2248,11,3,29.9,78
10004,11,6,29.9,78
18413,12,1,29.9,107
16846,11,1,29.9,68
6801,11,5,29.9,66
9281,13,1,30,211
9244,12,6,30,107
13702,13,1,30,112
3471,11,0,30,86
16918,12,2,30,90
15977,9,6,30,84
11117,12,0,30,105
8680,11,1,30,101
7569,12,6,30,71
7700,13,10,30,61
7706,10,8,30,63
11093,13,1,30,120
1574,11,0,30,82
4892,12,3,30,80
64,8,11,30,61
16901,12,5,30,133
13292,13,4,30,136
17913,13,0,30,66
692,10,4,30,103
12778,10,2,30,55
10278,13,2,30,82
10936,11,0,30,89
17552,12,3,30,58
73,11,1,30,96
16219,9,3,30,82
18514,11,4,30,111
68,11,6,30,96
18224,10,1,30,97
18255,6,6,30,81
13048,12,1,30,83
18202,13,4,30,136
1538,11,7,30,68
2298,12,3,30,90
6359,13,1,30,92
5931,10,2,30,144
5322,12,9,30,53
10607,13,3,30,73
19650,12,6,30,73
11820,12,6,30,82
16586,9,5,30,67
11872,13,8,30,116
19890,12,4,30,91
1246,11,0,30,115
11846,9,9,30.1,86
16473,12,1,30.1,79
15586,12,1,30.1,99
18963,11,8,30.1,84
14789,12,1,30.1,174
18964,12,5,30.1,98
246,11,1,30.1,71
18199,11,5,30.1,89
19318,12,8,30.1,76
15732,12,2,30.1,91
14668,13,1,30.1,197
3713,12,1,30.1,80
13108,11,5,30.1,111
17140,12,1,30.1,58
6739,12,2,30.1,59
4505,12,12,30.1,77
4561,12,3,30.1,83
6757,12,9,30.1,48
11769,13,2,30.1,85
5687,8,2,30.1,54
3071,12,5,30.1,106
19204,13,5,30.1,110
14546,11,0,30.1,68
17256,12,0,30.1,99
315,11,2,30.1,91
705,12,1,30.1,72
787,12,4,30.1,69
11828,10,1,30.1,54
8330,11,2,30.1,136
15208,10,2,30.1,110
6534,12,0,30.1,127
7747,13,0,30.1,102
17239,11,4,30.1,66
7501,12,3,30.1,75
6546,11,0,30.1,64
2173,13,1,30.1,87
10550,12,3,30.1,81
7772,11,4,30.1,69
14965,9,3,30.1,53
1269,11,0,30.1,66
8918,12,0,30.1,76
6068,11,0,30.1,99
14828,13,1,30.1,105
1399,13,0,30.1,79
2012,11,6,30.1,137
13346,12,2,30.1,140
16210,12,2,30.1,98
15785,12,2,30.1,88
15993,11,0,30.1,106
14651,11,3,30.1,66
2626,13,2,30.1,92
5353,12,4,30.1,50
260,12,2,30.1,106
8734,9,7,30.2,85
13258,13,3,30.2,96
15881,13,0,30.2,87
6231,12,1,30.2,92
78,11,11,30.2,69
17254,13,5,30.2,87
17261,11,1,30.2,73
2234,12,1,30.2,74
598,11,0,30.2,103
7731,13,5,30.2,94
5059,12,5,30.2,87
6444,11,4,30.2,108
2749,12,1,30.2,86
7146,11,4,30.2,79
16414,13,1,30.2,80
10872,12,3,30.2,77
12769,11,2,30.2,131
16061,11,5,30.2,78
3527,9,1,30.2,101
5194,10,4,30.2,98
15126,12,0,30.2,84
18146,12,1,30.2,155
2294,12,4,30.2,77
18387,11,5,30.2,63
7461,12,2,30.2,59
10355,13,0,30.2,166
15693,11,2,30.2,76
13995,13,4,30.2,79
703,11,1,30.2,94
13129,12,1,30.2,78
6661,11,1,30.2,69
35,9,2,30.2,75
2297,12,3,30.2,86
19405,11,4,30.2,64
19403,11,6,30.2,93
12095,13,2,30.2,96
19876,12,2,30.2,67
8283,9,0,30.2,68
18025,12,2,30.2,71
1256,12,1,30.2,85
1859,11,5,30.2,55
19640,13,1,30.2,126
8178,12,1,30.2,90
11003,11,1,30.2,101
2675,12,2,30.2,96
6742,12,3,30.2,108
9491,12,2,30.2,85
11948,11,1,30.2,62
5745,12,6,30.3,82
7470,12,0,30.3,140
19698,12,0,30.3,87
11726,10,0,30.3,144
10873,12,4,30.3,99
4981,12,3,30.3,87
5008,12,2,30.3,78
13208,12,1,30.3,91
1009,12,1,30.3,74
14676,12,2,30.3,67
14803,12,8,30.3,90
17883,12,4,30.3,98
16866,12,3,30.3,86
16046,10,1,30.3,62
14831,12,4,30.3,70
2090,12,2,30.3,121
9755,9,0,30.3,117
13216,12,6,30.3,86
18988,11,0,30.3,96
2038,12,2,30.3,116
5384,12,1,30.3,88
17786,11,2,30.3,81
7962,12,6,30.3,63
3060,12,0,30.3,134
6973,9,0,30.3,75
6950,13,2,30.3,140
10037,12,0,30.3,101
5593,12,4,30.3,93
4043,11,1,30.3,85
3838,12,8,30.3,66
10509,12,6,30.3,60
9357,11,3,30.3,97
9336,12,2,30.3,137
10128,12,0,30.3,155
18879,13,2,30.3,106
6758,12,6,30.3,122
9163,12,0,30.3,74
11268,12,5,30.3,73
6693,12,2,30.3,154
8231,11,5,30.3,96
13525,10,0,30.3,92
15558,12,2,30.3,100
1844,12,1,30.3,112
17608,10,3,30.3,95
9094,12,1,30.3,94
764,12,0,30.3,104
11802,12,3,30.3,118
8997,12,0,30.3,119
6015,12,3,30.3,77
15667,12,6,30.3,74
13947,12,4,30.3,70
10886,12,4,30.3,56
8771,12,3,30.3,64
14585,12,0,30.3,78
18953,9,6,30.3,75
6454,11,0,30.3,98
14998,10,1,30.3,99
8679,12,1,30.3,84
14484,10,6,30.4,144
13015,12,0,30.4,79
10332,12,1,30.4,129
12410,12,1,30.4,66
4904,12,0,30.4,120
14818,11,6,30.4,79
13037,12,5,30.4,99
6438,10,2,30.4,71
4345,11,1,30.4,75
195,11,7,30.4,115
10008,12,3,30.4,112
4328,10,7,30.4,64
11175,12,4,30.4,103
16681,12,5,30.4,114
16314,12,2,30.4,163
12296,12,2,30.4,65
17243,12,4,30.4,96
8797,11,0,30.4,90
7136,12,3,30.4,78
14158,12,6,30.4,98
8850,12,2,30.4,70
14270,12,3,30.4,65
6202,12,1,30.4,95
1172,12,0,30.4,135
11055,11,6,30.4,87
10205,12,6,30.4,70
3284,12,5,30.4,138
15231,12,3,30.4,69
521,9,5,30.4,89
3374,12,3,30.4,79
19835,12,6,30.4,100
4206,12,0,30.4,93
5521,11,5,30.4,78
3444,10,2,30.4,118
18008,12,3,30.4,103
6700,12,3,30.4,90
8640,12,3,30.4,60
4487,12,5,30.4,87
3388,12,2,30.4,101
16753,12,0,30.4,104
5897,11,2,30.4,96
18142,12,1,30.4,135
7029,11,1,30.4,87
826,11,3,30.4,102
18662,11,6,30.5,74
3015,11,7,30.5,66
15768,11,1,30.5,100
3861,11,5,30.5,88
9569,12,8,30.5,88
1866,11,0,30.5,95
19277,11,3,30.5,116
9601,12,0,30.5,111
6332,12,2,30.5,142
12088,11,3,30.5,104
7006,11,1,30.5,71
2625,11,5,30.5,64
7360,11,4,30.5,94
7944,12,4,30.5,84
444,12,1,30.5,100
16813,12,7,30.5,75
12230,12,4,30.5,81
4232,12,3,30.5,94
2289,12,5,30.5,72
5324,11,0,30.5,108
7085,11,0,30.5,90
12029,12,3,30.5,80
19336,12,4,30.5,82
18846,12,11,30.5,50
9014,12,4,30.5,138
170,12,1,30.5,129
19303,11,0,30.5,75
19566,11,6,30.5,74
4280,12,1,30.5,130
9825,10,3,30.5,86
5149,10,2,30.5,102
11433,11,3,30.5,73
1557,12,1,30.5,84
14809,12,13,30.5,54
7195,12,1,30.5,95
7735,11,2,30.5,63
4358,11,1,30.5,117
8841,11,7,30.5,61
15835,11,0,30.5,108
7296,11,1,30.5,131
13173,12,12,30.5,86
11880,11,3,30.5,66
1458,12,1,30.5,147
5740,11,1,30.5,86
4087,12,0,30.5,127
8676,12,4,30.5,50
13674,11,1,30.5,86
8062,11,1,30.5,132
13289,11,4,30.5,69
17283,11,7,30.5,68
8806,12,0,30.6,98
16569,11,2,30.6,87
17975,12,7,30.6,69
16203,10,1,30.6,65
210,11,0,30.6,112
10270,12,2,30.6,86
12465,12,2,30.6,98
804,12,3,30.6,98
19578,12,2,30.6,121
10258,12,4,30.6,83
17258,12,0,30.6,101
8761,12,0,30.6,182
19596,12,2,30.6,82
13611,11,0,30.6,62
17192,12,9,30.6,76
9152,12,5,30.6,62
5575,7,7,30.6,75
9375,11,1,30.6,63
15121,10,0,30.6,125
8443,12,1,30.6,73
2175,12,0,30.6,140
4576,12,3,30.6,97
15833,12,0,30.6,82
13316,12,0,30.6,158
16006,12,1,30.6,80
15652,12,8,30.6,53
13960,8,5,30.6,100
548,10,3,30.6,67
310,11,1,30.6,71
16394,12,2,30.6,78
15553,12,3,30.6,100
11035,12,4,30.6,160
14961,11,2,30.6,76
9834,11,2,30.7,70
2684,10,2,30.7,151
19560,12,1,30.7,72
13578,12,4,30.7,67
1387,11,3,30.7,221
13703,12,0,30.7,114
19601,11,5,30.7,64
14446,11,7,30.7,62
8069,12,0,30.7,91
14439,12,2,30.7,87
16729,9,7,30.7,107
11037,11,0,30.7,101
1471,10,11,30.7,66
6692,11,0,30.7,85
3775,11,1,30.7,85
15581,12,4,30.7,81
15919,10,22,30.7,47
6423,9,6,30.7,80
8666,11,2,30.7,64
15630,10,3,30.7,66
15015,11,0,30.7,84
4766,12,10,30.7,59
6077,10,2,30.7,124
477,10,1,30.7,86
11801,11,9,30.7,85
18134,12,6,30.7,87
9151,10,0,30.7,104
5730,11,1,30.7,75
4519,9,6,30.7,120
15173,9,15,30.7,61
2393,10,2,30.7,86
9718,12,0,30.7,77
18069,12,5,30.7,77
17894,12,0,30.7,62
5113,12,2,30.7,79
10271,11,4,30.7,135
15839,9,3,30.7,77
12775,11,1,30.7,73
10269,12,2,30.7,108
2244,12,2,30.7,100
15424,12,1,30.7,72
1190,11,1,30.7,92
14236,12,9,30.8,80
11998,12,0,30.8,113
348,12,4,30.8,76
19157,11,0,30.8,108
13198,10,5,30.8,79
11580,12,1,30.8,161
18466,11,4,30.8,99
8526,12,3,30.8,67
7911,12,3,30.8,119
1446,12,2,30.8,88
1642,12,3,30.8,89
12963,11,5,30.8,66
910,12,0,30.8,114
19626,4,8,30.8,59
9255,12,4,30.8,109
17669,12,11,30.8,49
16722,12,6,30.8,83
16562,12,0,30.8,77
17660,12,3,30.8,106
6152,11,1,30.8,78
1171,9,4,30.8,66
5627,12,1,30.8,119
5245,11,2,30.8,114
10775,11,1,30.8,56
7104,12,0,30.8,128
4017,12,1,30.8,134
1612,12,4,30.8,87
8045,12,6,30.8,83
9797,12,3,30.8,118
177,10,6,30.8,76
160,12,0,30.8,78
10137,12,6,30.8,73
10472,11,1,30.8,88
15951,12,2,30.8,69
1282,12,5,30.8,58
14727,12,3,30.8,93
2842,11,8,30.8,99
9927,11,1,30.8,73
16393,12,1,30.8,159
6031,12,2,30.8,76
4405,12,3,30.8,143
7616,9,1,30.8,76
7606,12,5,30.8,67
18085,11,9,30.8,98
10374,12,0,30.9,82
15824,11,0,30.9,97
1695,11,1,30.9,66
16227,7,5,30.9,62
13899,12,4,30.9,60
16548,12,1,30.9,58
12394,10,0,30.9,77
10879,11,5,30.9,113
